Province/State,Country/Region,Lat,Long,Recoveries,Date
,Papua New Guinea,-6.314993,143.95555,0,2020-03-20
,Paraguay,-23.4425,-58.4438,0,2020-03-20
,Peru,-9.19,-75.0152,1,2020-03-20
,Philippines,12.879721,121.77401699999999,8,2020-03-20
,Poland,51.9194,19.1451,1,2020-03-20
,Portugal,39.3999,-8.2245,5,2020-03-20
,Qatar,25.3548,51.1839,10,2020-03-20
,Romania,45.9432,24.9668,25,2020-03-20
,Russia,61.52401,105.31875600000001,9,2020-03-20
,Rwanda,-1.9403,29.8739,0,2020-03-20
,Saint Kitts and Nevis,17.357822,-62.782998,0,2020-03-20
,Saint Lucia,13.9094,-60.9789,0,2020-03-20
,Saint Vincent and the Grenadines,12.9843,-61.2872,0,2020-03-20
,San Marino,43.9424,12.4578,4,2020-03-20
,Sao Tome and Principe,0.1864,6.6131,0,2020-03-20
,Saudi Arabia,23.885942,45.079162,8,2020-03-20
,Senegal,14.4974,-14.4524,2,2020-03-20
,Serbia,44.0165,21.0059,1,2020-03-20
,Seychelles,-4.6796,55.492,0,2020-03-20
,Sierra Leone,8.460555000000001,-11.779889,0,2020-03-20
,Singapore,1.2833,103.8333,124,2020-03-20
,Slovakia,48.669,19.699,0,2020-03-20
,Slovenia,46.1512,14.9955,0,2020-03-20
,Solomon Islands,-9.6457,160.1562,0,2020-03-20
,Somalia,5.152149,46.199616,0,2020-03-20
,South Africa,-30.5595,22.9375,0,2020-03-20
,South Sudan,6.8770000000000024,31.307,0,2020-03-20
,Spain,40.463667,-3.7492199999999998,1588,2020-03-20
,Sri Lanka,7.873054,80.77179699999998,3,2020-03-20
,Sudan,12.8628,30.2176,0,2020-03-20
,Suriname,3.9193,-56.0278,0,2020-03-20
,Sweden,60.128161,18.643501,0,2020-03-20
,Switzerland,46.8182,8.2275,15,2020-03-20
,Syria,34.8021,38.9968,0,2020-03-20
,Taiwan*,23.7,121.0,26,2020-03-20
,Tajikistan,38.861,71.2761,0,2020-03-20
,Tanzania,-6.369028,34.888822,0,2020-03-20
,Thailand,15.870032,100.992541,42,2020-03-20
,Timor-Leste,-8.8742,125.7275,0,2020-03-20
,Togo,8.6195,0.8248,1,2020-03-20
,Trinidad and Tobago,10.6918,-61.2225,0,2020-03-20
,Tunisia,33.886917,9.537499,0,2020-03-20
,Turkey,38.9637,35.2433,0,2020-03-20
,US,40.0,-100.0,147,2020-03-20
,Uganda,1.373333,32.290275,0,2020-03-20
,Ukraine,48.3794,31.1656,0,2020-03-20
,United Arab Emirates,23.424076,53.847818000000004,31,2020-03-20
Anguilla,United Kingdom,18.2206,-63.0686,0,2020-03-20
Bermuda,United Kingdom,32.3078,-64.7505,0,2020-03-20
British Virgin Islands,United Kingdom,18.4207,-64.64,0,2020-03-20
Cayman Islands,United Kingdom,19.3133,-81.2546,0,2020-03-20
Channel Islands,United Kingdom,49.3723,-2.3644,0,2020-03-20
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0,2020-03-20
Gibraltar,United Kingdom,36.1408,-5.3536,2,2020-03-20
Isle of Man,United Kingdom,54.2361,-4.5481,0,2020-03-20
Montserrat,United Kingdom,16.742498,-62.187366000000004,0,2020-03-20
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,0,2020-03-20
,United Kingdom,55.3781,-3.4360000000000004,65,2020-03-20
,Uruguay,-32.5228,-55.7658,0,2020-03-20
,Uzbekistan,41.377491,64.585262,0,2020-03-20
,Venezuela,6.4238,-66.5897,0,2020-03-20
,Vietnam,14.058323999999999,108.277199,16,2020-03-20
,West Bank and Gaza,31.9522,35.2332,17,2020-03-20
,Western Sahara,24.2155,-12.8858,0,2020-03-20
,Yemen,15.552726999999999,48.516388,0,2020-03-20
,Zambia,-13.133897,27.849332,0,2020-03-20
,Zimbabwe,-19.015438,29.154857,0,2020-03-20
,Afghanistan,33.93911,67.709953,1,2020-03-21
,Albania,41.1533,20.1683,2,2020-03-21
,Algeria,28.0339,1.6596,32,2020-03-21
,Andorra,42.5063,1.5218,1,2020-03-21
,Angola,-11.2027,17.8739,0,2020-03-21
,Antigua and Barbuda,17.0608,-61.7964,0,2020-03-21
,Argentina,-38.4161,-63.6167,3,2020-03-21
,Armenia,40.0691,45.0382,1,2020-03-21
Australian Capital Territory,Australia,-35.4735,149.0124,0,2020-03-21
New South Wales,Australia,-33.8688,151.2093,4,2020-03-21
Northern Territory,Australia,-12.4634,130.8456,0,2020-03-21
Queensland,Australia,-27.4698,153.0251,8,2020-03-21
South Australia,Australia,-34.9285,138.6007,3,2020-03-21
Tasmania,Australia,-42.8821,147.3272,3,2020-03-21
Victoria,Australia,-37.8136,144.9631,8,2020-03-21
Western Australia,Australia,-31.9505,115.8605,0,2020-03-21
,Austria,47.5162,14.5501,9,2020-03-21
,Azerbaijan,40.1431,47.5769,11,2020-03-21
,Bahamas,25.025885,-78.035889,0,2020-03-21
,Bahrain,26.0275,50.55,125,2020-03-21
,Bangladesh,23.685,90.3563,3,2020-03-21
,Barbados,13.1939,-59.5432,0,2020-03-21
,Belarus,53.7098,27.9534,15,2020-03-21
,Belgium,50.8333,4.469936,263,2020-03-21
,Belize,17.1899,-88.4976,0,2020-03-21
,Benin,9.3077,2.3158,0,2020-03-21
,Bhutan,27.5142,90.4336,0,2020-03-21
,Bolivia,-16.2902,-63.5887,0,2020-03-21
,Bosnia and Herzegovina,43.9159,17.6791,2,2020-03-21
,Botswana,-22.3285,24.6849,0,2020-03-21
,Brazil,-14.235,-51.9253,2,2020-03-21
,Brunei,4.5353,114.7277,2,2020-03-21
,Bulgaria,42.7339,25.4858,3,2020-03-21
,Burkina Faso,12.2383,-1.5616,5,2020-03-21
,Burma,21.9162,95.956,0,2020-03-21
,Burundi,-3.3731,29.9189,0,2020-03-21
,Cabo Verde,16.5388,-23.0418,0,2020-03-21
,Cambodia,11.55,104.9167,1,2020-03-21
,Cameroon,3.8480000000000003,11.5021,0,2020-03-21
,Canada,56.1304,-106.3468,10,2020-03-21
,Central African Republic,6.6111,20.9394,0,2020-03-21
,Chad,15.4542,18.7322,0,2020-03-21
,Chile,-35.6751,-71.543,6,2020-03-21
Anhui,China,31.8257,117.2264,984,2020-03-21
Beijing,China,40.1824,116.4142,396,2020-03-21
Chongqing,China,30.0572,107.874,570,2020-03-21
Fujian,China,26.0789,117.9874,295,2020-03-21
Gansu,China,35.7518,104.2861,113,2020-03-21
Guangdong,China,23.3417,113.4244,1325,2020-03-21
Guangxi,China,23.8298,108.7881,250,2020-03-21
Guizhou,China,26.8154,106.8748,144,2020-03-21
Hainan,China,19.1959,109.7453,161,2020-03-21
Hebei,China,37.8957,114.9042,310,2020-03-21
Heilongjiang,China,47.861999999999995,127.7615,463,2020-03-21
Henan,China,33.882,113.61399999999999,1250,2020-03-21
Hong Kong,China,22.3,114.2,98,2020-03-21
Hubei,China,30.9756,112.2707,58946,2020-03-21
Hunan,China,27.6104,111.7088,1014,2020-03-21
Inner Mongolia,China,44.0935,113.9448,74,2020-03-21
Jiangsu,China,32.9711,119.455,631,2020-03-21
Jiangxi,China,27.614,115.7221,934,2020-03-21
Jilin,China,43.6661,126.1923,92,2020-03-21
Liaoning,China,41.2956,122.6085,122,2020-03-21
Macau,China,22.1667,113.55,10,2020-03-21
Ningxia,China,37.2692,106.1655,75,2020-03-21
Qinghai,China,35.7452,95.9956,18,2020-03-21
Shaanxi,China,35.1917,108.8701,239,2020-03-21
Shandong,China,36.3427,118.1498,749,2020-03-21
Shanghai,China,31.201999999999998,121.4491,327,2020-03-21
Shanxi,China,37.5777,112.2922,133,2020-03-21
Sichuan,China,30.6171,102.7103,536,2020-03-21
Tianjin,China,39.3054,117.323,133,2020-03-21
Tibet,China,31.6927,88.0924,1,2020-03-21
Xinjiang,China,41.1129,85.2401,73,2020-03-21
Yunnan,China,24.974,101.48700000000001,172,2020-03-21
Zhejiang,China,29.1832,120.0934,1219,2020-03-21
,Colombia,4.5709,-74.2973,1,2020-03-21
,Comoros,-11.6455,43.3333,0,2020-03-21
,Congo (Brazzaville),-0.228,15.8277,0,2020-03-21
,Congo (Kinshasa),-4.0383,21.7587,0,2020-03-21
,Costa Rica,9.7489,-83.7534,2,2020-03-21
,Cote d'Ivoire,7.54,-5.5471,1,2020-03-21
,Croatia,45.1,15.2,5,2020-03-21
,Cuba,21.521757,-77.78116700000002,0,2020-03-21
,Cyprus,35.1264,33.4299,0,2020-03-21
,Czechia,49.8175,15.472999999999999,6,2020-03-21
Faroe Islands,Denmark,61.8926,-6.9118,0,2020-03-21
Greenland,Denmark,71.7069,-42.6043,0,2020-03-21
,Denmark,56.2639,9.5018,1,2020-03-21
,Diamond Princess,0.0,0.0,325,2020-03-21
,Djibouti,11.8251,42.5903,0,2020-03-21
,Dominica,15.415,-61.371,0,2020-03-21
,Dominican Republic,18.7357,-70.1627,0,2020-03-21
,Ecuador,-1.8312,-78.1834,3,2020-03-21
,Egypt,26.820553000000004,30.802497999999996,41,2020-03-21
,El Salvador,13.7942,-88.8965,0,2020-03-21
,Equatorial Guinea,1.6508,10.2679,0,2020-03-21
,Eritrea,15.1794,39.7823,0,2020-03-21
,Estonia,58.5953,25.0136,1,2020-03-21
,Eswatini,-26.5225,31.4659,0,2020-03-21
,Ethiopia,9.145,40.4897,0,2020-03-21
,Fiji,-17.7134,178.065,0,2020-03-21
,Finland,61.92411,25.748151,10,2020-03-21
French Guiana,France,3.9339,-53.1258,0,2020-03-21
French Polynesia,France,-17.6797,149.4068,0,2020-03-21
Guadeloupe,France,16.265,-61.551,0,2020-03-21
Martinique,France,14.6415,-61.0242,0,2020-03-21
Mayotte,France,-12.8275,45.166244,0,2020-03-21
New Caledonia,France,-20.904304999999997,165.618042,0,2020-03-21
Reunion,France,-21.1151,55.5364,0,2020-03-21
Saint Barthelemy,France,17.9,-62.8333,0,2020-03-21
Saint Pierre and Miquelon,France,46.8852,-56.3159,0,2020-03-21
St Martin,France,18.0708,-63.0501,0,2020-03-21
,France,46.2276,2.2137,12,2020-03-21
,Gabon,-0.8037,11.6094,0,2020-03-21
,Gambia,13.4432,-15.3101,0,2020-03-21
,Georgia,42.3154,43.3569,1,2020-03-21
,Germany,51.165690999999995,10.451526,233,2020-03-21
,Ghana,7.9465,-1.0232,0,2020-03-21
,Greece,39.0742,21.8243,19,2020-03-21
,Grenada,12.1165,-61.678999999999995,0,2020-03-21
,Guatemala,15.7835,-90.2308,0,2020-03-21
,Guinea,9.9456,-9.6966,0,2020-03-21
,Guinea-Bissau,11.8037,-15.1804,0,2020-03-21
,Guyana,4.860416000000002,-58.93018000000001,0,2020-03-21
,Haiti,18.9712,-72.2852,0,2020-03-21
,Holy See,41.9029,12.4534,0,2020-03-21
,Honduras,15.2,-86.2419,0,2020-03-21
,Hungary,47.1625,19.5033,7,2020-03-21
,Iceland,64.9631,-19.0208,22,2020-03-21
,India,20.593684,78.96288,23,2020-03-21
,Indonesia,-0.7893,113.9213,15,2020-03-21
,Iran,32.427908,53.68804599999999,7635,2020-03-21
,Iraq,33.223191,43.679291,51,2020-03-21
,Ireland,53.1424,-7.6921,5,2020-03-21
,Israel,31.046051000000002,34.851612,36,2020-03-21
,Italy,41.87194,12.56738,6072,2020-03-21
,Jamaica,18.1096,-77.2975,2,2020-03-21
,Japan,36.204824,138.252924,232,2020-03-21
,Jordan,31.24,36.51,1,2020-03-21
,Kazakhstan,48.0196,66.9237,0,2020-03-21
,Kenya,-0.0236,37.9062,0,2020-03-21
,"Korea, South",35.90775700000001,127.766922,1540,2020-03-21
,Kosovo,42.602636,20.902977,0,2020-03-21
,Kuwait,29.311659999999996,47.481766,27,2020-03-21
,Kyrgyzstan,41.20438,74.766098,0,2020-03-21
,Laos,19.856270000000002,102.495496,0,2020-03-21
,Latvia,56.8796,24.6032,1,2020-03-21
,Lebanon,33.8547,35.8623,4,2020-03-21
,Lesotho,-29.61,28.2336,0,2020-03-21
,Liberia,6.4280550000000005,-9.429499,0,2020-03-21
,Libya,26.3351,17.228331,0,2020-03-21
,Liechtenstein,47.14,9.55,4,2020-03-21
,Lithuania,55.1694,23.8813,1,2020-03-21
,Luxembourg,49.8153,6.1296,0,2020-03-21
,MS Zaandam,0.0,0.0,0,2020-03-21
,Madagascar,-18.766947000000002,46.869107,0,2020-03-21
,Malawi,-13.2543,34.3015,0,2020-03-21
,Malaysia,4.210483999999999,101.97576600000001,114,2020-03-21
,Maldives,3.2028,73.2207,0,2020-03-21
,Mali,17.570692,-3.996166000000001,0,2020-03-21
,Malta,35.9375,14.3754,2,2020-03-21
,Mauritania,21.0079,-10.9408,0,2020-03-21
,Mauritius,-20.348404000000002,57.552152,0,2020-03-21
,Mexico,23.6345,-102.5528,4,2020-03-21
,Moldova,47.4116,28.3699,1,2020-03-21
,Monaco,43.7333,7.4167,0,2020-03-21
,Mongolia,46.8625,103.8467,0,2020-03-21
,Montenegro,42.708678000000006,19.37439,0,2020-03-21
,Morocco,31.7917,-7.0926,3,2020-03-21
,Mozambique,-18.6657,35.5296,0,2020-03-21
,Namibia,-22.9576,18.4904,0,2020-03-21
,Nepal,28.1667,84.25,1,2020-03-21
Aruba,Netherlands,12.5211,-69.9683,0,2020-03-21
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,2020-03-21
Curacao,Netherlands,12.1696,-68.99,0,2020-03-21
Sint Maarten,Netherlands,18.0425,-63.0548,0,2020-03-21
,Netherlands,52.1326,5.2913,0,2020-03-21
,New Zealand,-40.9006,174.886,0,2020-03-21
,Nicaragua,12.865416,-85.207229,0,2020-03-21
,Niger,17.607789,8.081666,0,2020-03-21
,Nigeria,9.082,8.6753,1,2020-03-21
,North Macedonia,41.6086,21.7453,1,2020-03-21
,Norway,60.472,8.4689,1,2020-03-21
,Oman,21.512583,55.92325500000001,12,2020-03-21
,Pakistan,30.3753,69.3451,5,2020-03-21
,Panama,8.538,-80.7821,0,2020-03-21
,Papua New Guinea,-6.314993,143.95555,0,2020-03-21
,Paraguay,-23.4425,-58.4438,0,2020-03-21
,Peru,-9.19,-75.0152,1,2020-03-21
,Philippines,12.879721,121.77401699999999,13,2020-03-21
,Poland,51.9194,19.1451,1,2020-03-21
,Portugal,39.3999,-8.2245,5,2020-03-21
,Qatar,25.3548,51.1839,27,2020-03-21
,Romania,45.9432,24.9668,52,2020-03-21
,Russia,61.52401,105.31875600000001,12,2020-03-21
,Rwanda,-1.9403,29.8739,0,2020-03-21
,Saint Kitts and Nevis,17.357822,-62.782998,0,2020-03-21
,Saint Lucia,13.9094,-60.9789,0,2020-03-21
,Saint Vincent and the Grenadines,12.9843,-61.2872,0,2020-03-21
,San Marino,43.9424,12.4578,4,2020-03-21
,Sao Tome and Principe,0.1864,6.6131,0,2020-03-21
,Saudi Arabia,23.885942,45.079162,16,2020-03-21
,Senegal,14.4974,-14.4524,5,2020-03-21
,Serbia,44.0165,21.0059,1,2020-03-21
,Seychelles,-4.6796,55.492,0,2020-03-21
,Sierra Leone,8.460555000000001,-11.779889,0,2020-03-21
,Singapore,1.2833,103.8333,140,2020-03-21
,Slovakia,48.669,19.699,0,2020-03-21
,Slovenia,46.1512,14.9955,0,2020-03-21
,Solomon Islands,-9.6457,160.1562,0,2020-03-21
,Somalia,5.152149,46.199616,0,2020-03-21
,South Africa,-30.5595,22.9375,0,2020-03-21
,South Sudan,6.8770000000000024,31.307,0,2020-03-21
,Spain,40.463667,-3.7492199999999998,2125,2020-03-21
,Sri Lanka,7.873054,80.77179699999998,1,2020-03-21
,Sudan,12.8628,30.2176,0,2020-03-21
,Suriname,3.9193,-56.0278,0,2020-03-21
,Sweden,60.128161,18.643501,0,2020-03-21
,Switzerland,46.8182,8.2275,15,2020-03-21
,Syria,34.8021,38.9968,0,2020-03-21
,Taiwan*,23.7,121.0,28,2020-03-21
,Tajikistan,38.861,71.2761,0,2020-03-21
,Tanzania,-6.369028,34.888822,0,2020-03-21
,Thailand,15.870032,100.992541,42,2020-03-21
,Timor-Leste,-8.8742,125.7275,0,2020-03-21
,Togo,8.6195,0.8248,1,2020-03-21
,Trinidad and Tobago,10.6918,-61.2225,1,2020-03-21
,Tunisia,33.886917,9.537499,0,2020-03-21
,Turkey,38.9637,35.2433,0,2020-03-21
,US,40.0,-100.0,176,2020-03-21
,Uganda,1.373333,32.290275,0,2020-03-21
,Ukraine,48.3794,31.1656,1,2020-03-21
,United Arab Emirates,23.424076,53.847818000000004,38,2020-03-21
Anguilla,United Kingdom,18.2206,-63.0686,0,2020-03-21
Bermuda,United Kingdom,32.3078,-64.7505,0,2020-03-21
British Virgin Islands,United Kingdom,18.4207,-64.64,0,2020-03-21
Cayman Islands,United Kingdom,19.3133,-81.2546,0,2020-03-21
Channel Islands,United Kingdom,49.3723,-2.3644,0,2020-03-21
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0,2020-03-21
Gibraltar,United Kingdom,36.1408,-5.3536,2,2020-03-21
Isle of Man,United Kingdom,54.2361,-4.5481,0,2020-03-21
Montserrat,United Kingdom,16.742498,-62.187366000000004,0,2020-03-21
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,0,2020-03-21
,United Kingdom,55.3781,-3.4360000000000004,65,2020-03-21
,Uruguay,-32.5228,-55.7658,0,2020-03-21
,Uzbekistan,41.377491,64.585262,0,2020-03-21
,Venezuela,6.4238,-66.5897,0,2020-03-21
,Vietnam,14.058323999999999,108.277199,17,2020-03-21
,West Bank and Gaza,31.9522,35.2332,17,2020-03-21
,Western Sahara,24.2155,-12.8858,0,2020-03-21
,Yemen,15.552726999999999,48.516388,0,2020-03-21
,Zambia,-13.133897,27.849332,0,2020-03-21
,Zimbabwe,-19.015438,29.154857,0,2020-03-21
,Afghanistan,33.93911,67.709953,1,2020-03-22
,Albania,41.1533,20.1683,2,2020-03-22
,Algeria,28.0339,1.6596,65,2020-03-22
,Andorra,42.5063,1.5218,1,2020-03-22
,Angola,-11.2027,17.8739,0,2020-03-22
,Antigua and Barbuda,17.0608,-61.7964,0,2020-03-22
,Argentina,-38.4161,-63.6167,3,2020-03-22
,Armenia,40.0691,45.0382,2,2020-03-22
Australian Capital Territory,Australia,-35.4735,149.0124,0,2020-03-22
New South Wales,Australia,-33.8688,151.2093,4,2020-03-22
Northern Territory,Australia,-12.4634,130.8456,0,2020-03-22
Queensland,Australia,-27.4698,153.0251,8,2020-03-22
South Australia,Australia,-34.9285,138.6007,3,2020-03-22
Tasmania,Australia,-42.8821,147.3272,3,2020-03-22
Victoria,Australia,-37.8136,144.9631,70,2020-03-22
Western Australia,Australia,-31.9505,115.8605,0,2020-03-22
,Austria,47.5162,14.5501,9,2020-03-22
,Azerbaijan,40.1431,47.5769,10,2020-03-22
,Bahamas,25.025885,-78.035889,0,2020-03-22
,Bahrain,26.0275,50.55,149,2020-03-22
,Bangladesh,23.685,90.3563,3,2020-03-22
,Barbados,13.1939,-59.5432,0,2020-03-22
,Belarus,53.7098,27.9534,15,2020-03-22
,Belgium,50.8333,4.469936,263,2020-03-22
,Belize,17.1899,-88.4976,0,2020-03-22
,Benin,9.3077,2.3158,0,2020-03-22
,Bhutan,27.5142,90.4336,0,2020-03-22
,Bolivia,-16.2902,-63.5887,0,2020-03-22
,Bosnia and Herzegovina,43.9159,17.6791,2,2020-03-22
,Botswana,-22.3285,24.6849,0,2020-03-22
,Brazil,-14.235,-51.9253,2,2020-03-22
,Brunei,4.5353,114.7277,2,2020-03-22
,Bulgaria,42.7339,25.4858,3,2020-03-22
,Burkina Faso,12.2383,-1.5616,5,2020-03-22
,Burma,21.9162,95.956,0,2020-03-22
,Burundi,-3.3731,29.9189,0,2020-03-22
,Cabo Verde,16.5388,-23.0418,0,2020-03-22
,Cambodia,11.55,104.9167,1,2020-03-22
,Cameroon,3.8480000000000003,11.5021,0,2020-03-22
,Canada,56.1304,-106.3468,10,2020-03-22
,Central African Republic,6.6111,20.9394,0,2020-03-22
,Chad,15.4542,18.7322,0,2020-03-22
,Chile,-35.6751,-71.543,8,2020-03-22
Anhui,China,31.8257,117.2264,984,2020-03-22
Beijing,China,40.1824,116.4142,400,2020-03-22
Chongqing,China,30.0572,107.874,570,2020-03-22
Fujian,China,26.0789,117.9874,295,2020-03-22
Gansu,China,35.7518,104.2861,114,2020-03-22
Guangdong,China,23.3417,113.4244,1329,2020-03-22
Guangxi,China,23.8298,108.7881,250,2020-03-22
Guizhou,China,26.8154,106.8748,144,2020-03-22
Hainan,China,19.1959,109.7453,161,2020-03-22
Hebei,China,37.8957,114.9042,310,2020-03-22
Heilongjiang,China,47.861999999999995,127.7615,466,2020-03-22
Henan,China,33.882,113.61399999999999,1250,2020-03-22
Hong Kong,China,22.3,114.2,100,2020-03-22
Hubei,China,30.9756,112.2707,59433,2020-03-22
Hunan,China,27.6104,111.7088,1014,2020-03-22
Inner Mongolia,China,44.0935,113.9448,74,2020-03-22
Jiangsu,China,32.9711,119.455,631,2020-03-22
Jiangxi,China,27.614,115.7221,934,2020-03-22
Jilin,China,43.6661,126.1923,92,2020-03-22
Liaoning,China,41.2956,122.6085,124,2020-03-22
Macau,China,22.1667,113.55,10,2020-03-22
Ningxia,China,37.2692,106.1655,75,2020-03-22
Qinghai,China,35.7452,95.9956,18,2020-03-22
Shaanxi,China,35.1917,108.8701,239,2020-03-22
Shandong,China,36.3427,118.1498,750,2020-03-22
Shanghai,China,31.201999999999998,121.4491,328,2020-03-22
Shanxi,China,37.5777,112.2922,133,2020-03-22
Sichuan,China,30.6171,102.7103,536,2020-03-22
Tianjin,China,39.3054,117.323,133,2020-03-22
Tibet,China,31.6927,88.0924,1,2020-03-22
Xinjiang,China,41.1129,85.2401,73,2020-03-22
Yunnan,China,24.974,101.48700000000001,172,2020-03-22
Zhejiang,China,29.1832,120.0934,1219,2020-03-22
,Colombia,4.5709,-74.2973,3,2020-03-22
,Comoros,-11.6455,43.3333,0,2020-03-22
,Congo (Brazzaville),-0.228,15.8277,0,2020-03-22
,Congo (Kinshasa),-4.0383,21.7587,0,2020-03-22
,Costa Rica,9.7489,-83.7534,2,2020-03-22
,Cote d'Ivoire,7.54,-5.5471,1,2020-03-22
,Croatia,45.1,15.2,5,2020-03-22
,Cuba,21.521757,-77.78116700000002,0,2020-03-22
,Cyprus,35.1264,33.4299,3,2020-03-22
,Czechia,49.8175,15.472999999999999,6,2020-03-22
Faroe Islands,Denmark,61.8926,-6.9118,0,2020-03-22
Greenland,Denmark,71.7069,-42.6043,0,2020-03-22
,Denmark,56.2639,9.5018,1,2020-03-22
,Diamond Princess,0.0,0.0,325,2020-03-22
,Djibouti,11.8251,42.5903,0,2020-03-22
,Dominica,15.415,-61.371,0,2020-03-22
,Dominican Republic,18.7357,-70.1627,0,2020-03-22
,Ecuador,-1.8312,-78.1834,3,2020-03-22
,Egypt,26.820553000000004,30.802497999999996,56,2020-03-22
,El Salvador,13.7942,-88.8965,0,2020-03-22
,Equatorial Guinea,1.6508,10.2679,0,2020-03-22
,Eritrea,15.1794,39.7823,0,2020-03-22
,Estonia,58.5953,25.0136,2,2020-03-22
,Eswatini,-26.5225,31.4659,0,2020-03-22
,Ethiopia,9.145,40.4897,4,2020-03-22
,Fiji,-17.7134,178.065,0,2020-03-22
,Finland,61.92411,25.748151,10,2020-03-22
French Guiana,France,3.9339,-53.1258,6,2020-03-22
French Polynesia,France,-17.6797,149.4068,0,2020-03-22
Guadeloupe,France,16.265,-61.551,0,2020-03-22
Martinique,France,14.6415,-61.0242,0,2020-03-22
Mayotte,France,-12.8275,45.166244,0,2020-03-22
New Caledonia,France,-20.904304999999997,165.618042,0,2020-03-22
Reunion,France,-21.1151,55.5364,0,2020-03-22
Saint Barthelemy,France,17.9,-62.8333,0,2020-03-22
Saint Pierre and Miquelon,France,46.8852,-56.3159,0,2020-03-22
St Martin,France,18.0708,-63.0501,0,2020-03-22
,France,46.2276,2.2137,2200,2020-03-22
,Gabon,-0.8037,11.6094,0,2020-03-22
,Gambia,13.4432,-15.3101,0,2020-03-22
,Georgia,42.3154,43.3569,3,2020-03-22
,Germany,51.165690999999995,10.451526,266,2020-03-22
,Ghana,7.9465,-1.0232,0,2020-03-22
,Greece,39.0742,21.8243,19,2020-03-22
,Grenada,12.1165,-61.678999999999995,0,2020-03-22
,Guatemala,15.7835,-90.2308,0,2020-03-22
,Guinea,9.9456,-9.6966,0,2020-03-22
,Guinea-Bissau,11.8037,-15.1804,0,2020-03-22
,Guyana,4.860416000000002,-58.93018000000001,0,2020-03-22
,Haiti,18.9712,-72.2852,0,2020-03-22
,Holy See,41.9029,12.4534,0,2020-03-22
,Honduras,15.2,-86.2419,0,2020-03-22
,Hungary,47.1625,19.5033,16,2020-03-22
,Iceland,64.9631,-19.0208,36,2020-03-22
,India,20.593684,78.96288,27,2020-03-22
,Indonesia,-0.7893,113.9213,29,2020-03-22
,Iran,32.427908,53.68804599999999,7931,2020-03-22
,Iraq,33.223191,43.679291,57,2020-03-22
,Ireland,53.1424,-7.6921,5,2020-03-22
,Israel,31.046051000000002,34.851612,37,2020-03-22
,Italy,41.87194,12.56738,7024,2020-03-22
,Jamaica,18.1096,-77.2975,2,2020-03-22
,Japan,36.204824,138.252924,235,2020-03-22
,Jordan,31.24,36.51,1,2020-03-22
,Kazakhstan,48.0196,66.9237,0,2020-03-22
,Kenya,-0.0236,37.9062,0,2020-03-22
,"Korea, South",35.90775700000001,127.766922,2909,2020-03-22
,Kosovo,42.602636,20.902977,0,2020-03-22
,Kuwait,29.311659999999996,47.481766,27,2020-03-22
,Kyrgyzstan,41.20438,74.766098,0,2020-03-22
,Laos,19.856270000000002,102.495496,0,2020-03-22
,Latvia,56.8796,24.6032,1,2020-03-22
,Lebanon,33.8547,35.8623,8,2020-03-22
,Lesotho,-29.61,28.2336,0,2020-03-22
,Liberia,6.4280550000000005,-9.429499,0,2020-03-22
,Libya,26.3351,17.228331,0,2020-03-22
,Liechtenstein,47.14,9.55,4,2020-03-22
,Lithuania,55.1694,23.8813,1,2020-03-22
,Luxembourg,49.8153,6.1296,6,2020-03-22
,MS Zaandam,0.0,0.0,0,2020-03-22
,Madagascar,-18.766947000000002,46.869107,0,2020-03-22
,Malawi,-13.2543,34.3015,0,2020-03-22
,Malaysia,4.210483999999999,101.97576600000001,139,2020-03-22
,Maldives,3.2028,73.2207,0,2020-03-22
,Mali,17.570692,-3.996166000000001,0,2020-03-22
,Malta,35.9375,14.3754,2,2020-03-22
,Mauritania,21.0079,-10.9408,0,2020-03-22
,Mauritius,-20.348404000000002,57.552152,0,2020-03-22
,Mexico,23.6345,-102.5528,4,2020-03-22
,Moldova,47.4116,28.3699,1,2020-03-22
,Monaco,43.7333,7.4167,1,2020-03-22
,Mongolia,46.8625,103.8467,0,2020-03-22
,Montenegro,42.708678000000006,19.37439,0,2020-03-22
,Morocco,31.7917,-7.0926,3,2020-03-22
,Mozambique,-18.6657,35.5296,0,2020-03-22
,Namibia,-22.9576,18.4904,0,2020-03-22
,Nepal,28.1667,84.25,1,2020-03-22
Aruba,Netherlands,12.5211,-69.9683,0,2020-03-22
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,2020-03-22
Curacao,Netherlands,12.1696,-68.99,0,2020-03-22
Sint Maarten,Netherlands,18.0425,-63.0548,0,2020-03-22
,Netherlands,52.1326,5.2913,0,2020-03-22
,New Zealand,-40.9006,174.886,0,2020-03-22
,Nicaragua,12.865416,-85.207229,0,2020-03-22
,Niger,17.607789,8.081666,0,2020-03-22
,Nigeria,9.082,8.6753,2,2020-03-22
,North Macedonia,41.6086,21.7453,1,2020-03-22
,Norway,60.472,8.4689,1,2020-03-22
,Oman,21.512583,55.92325500000001,17,2020-03-22
,Pakistan,30.3753,69.3451,5,2020-03-22
