Province/State,Country/Region,Lat,Long,Date,Recoveries
Faroe Islands,Denmark,61.8926,-6.9118,4/29/20,181
Greenland,Denmark,71.7069,-42.6043,4/29/20,11
,Denmark,56.2639,9.5018,4/29/20,6366
,Diamond Princess,0.0,0.0,4/29/20,645
,Djibouti,11.8251,42.5903,4/29/20,599
,Dominica,15.415,-61.371,4/29/20,13
,Dominican Republic,18.7357,-70.1627,4/29/20,1228
,Ecuador,-1.8312,-78.1834,4/29/20,1557
,Egypt,26.820553000000004,30.802498,4/29/20,1335
,El Salvador,13.7942,-88.8965,4/29/20,106
,Equatorial Guinea,1.6508,10.2679,4/29/20,9
,Eritrea,15.1794,39.7823,4/29/20,19
,Estonia,58.5953,25.0136,4/29/20,236
,Eswatini,-26.5225,31.4659,4/29/20,10
,Ethiopia,9.145,40.4897,4/29/20,58
,Fiji,-17.7134,178.065,4/29/20,12
,Finland,61.92411,25.748151,4/29/20,2800
French Guiana,France,3.9339,-53.1258,4/29/20,93
French Polynesia,France,-17.6797,149.4068,4/29/20,50
Guadeloupe,France,16.265,-61.551,4/29/20,82
Martinique,France,14.6415,-61.0242,4/29/20,83
Mayotte,France,-12.8275,45.166244,4/29/20,235
New Caledonia,France,-20.904305,165.618042,4/29/20,17
Reunion,France,-21.1151,55.5364,4/29/20,300
Saint Barthelemy,France,17.9,-62.8333,4/29/20,6
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/29/20,0
St Martin,France,18.0708,-63.0501,4/29/20,24
,France,46.2276,2.2137,4/29/20,47338
,Gabon,-0.8037,11.6094,4/29/20,67
,Gambia,13.4432,-15.3101,4/29/20,8
,Georgia,42.3154,43.3569,4/29/20,178
,Germany,51.165691,10.451526,4/29/20,120400
,Ghana,7.9465,-1.0232,4/29/20,188
,Greece,39.0742,21.8243,4/29/20,577
,Grenada,12.1165,-61.679,4/29/20,13
,Guatemala,15.7835,-90.2308,4/29/20,62
,Guinea,9.9456,-9.6966,4/29/20,313
,Guinea-Bissau,11.8037,-15.1804,4/29/20,19
,Guyana,4.860416000000002,-58.93018000000001,4/29/20,18
,Haiti,18.9712,-72.2852,4/29/20,8
,Holy See,41.9029,12.4534,4/29/20,2
,Honduras,15.2,-86.2419,4/29/20,73
,Hungary,47.1625,19.5033,4/29/20,536
,Iceland,64.9631,-19.0208,4/29/20,1656
,India,20.593684,78.96288,4/29/20,8437
,Indonesia,-0.7893,113.9213,4/29/20,1391
,Iran,32.427908,53.68804599999999,4/29/20,73791
,Iraq,33.223191,43.679291,4/29/20,1346
,Ireland,53.1424,-7.6921,4/29/20,13386
,Israel,31.046051,34.851612,4/29/20,8233
,Italy,41.87194,12.56738,4/29/20,71252
,Jamaica,18.1096,-77.2975,4/29/20,29
,Japan,36.204824,138.252924,4/29/20,2368
,Jordan,31.24,36.51,4/29/20,356
,Kazakhstan,48.0196,66.9237,4/29/20,819
,Kenya,-0.0236,37.9062,4/29/20,129
,"Korea, South",35.90775700000001,127.766922,4/29/20,9059
,Kosovo,42.602636,20.902977,4/29/20,232
,Kuwait,29.31166,47.481766,4/29/20,1389
,Kyrgyzstan,41.20438,74.766098,4/29/20,437
,Laos,19.85627,102.495496,4/29/20,7
,Latvia,56.8796,24.6032,4/29/20,348
,Lebanon,33.8547,35.8623,4/29/20,150
,Lesotho,-29.61,28.2336,4/29/20,0
,Liberia,6.4280550000000005,-9.429499,4/29/20,45
,Libya,26.3351,17.228331,4/29/20,18
,Liechtenstein,47.14,9.55,4/29/20,80
,Lithuania,55.1694,23.8813,4/29/20,563
,Luxembourg,49.8153,6.1296,4/29/20,3134
,MS Zaandam,0.0,0.0,4/29/20,0
,Madagascar,-18.766947,46.869107,4/29/20,90
,Malawi,-13.2543,34.3015,4/29/20,7
,Malaysia,4.210483999999999,101.975766,4/29/20,4087
,Maldives,3.2028,73.2207,4/29/20,17
,Mali,17.570692,-3.996166000000001,4/29/20,129
,Malta,35.9375,14.3754,4/29/20,339
,Mauritania,21.0079,-10.9408,4/29/20,6
,Mauritius,-20.348404,57.552152,4/29/20,306
,Mexico,23.6345,-102.5528,4/29/20,11423
,Moldova,47.4116,28.3699,4/29/20,1114
,Monaco,43.7333,7.4167,4/29/20,58
,Mongolia,46.8625,103.8467,4/29/20,10
,Montenegro,42.708678000000006,19.37439,4/29/20,203
,Morocco,31.7917,-7.0926,4/29/20,928
,Mozambique,-18.6657,35.5296,4/29/20,12
,Namibia,-22.9576,18.4904,4/29/20,8
,Nepal,28.1667,84.25,4/29/20,16
Aruba,Netherlands,12.5211,-69.9683,4/29/20,73
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,4/29/20,0
Curacao,Netherlands,12.1696,-68.99,4/29/20,13
Sint Maarten,Netherlands,18.0425,-63.0548,4/29/20,33
,Netherlands,52.1326,5.2913,4/29/20,0
,New Zealand,-40.9006,174.886,4/29/20,1241
,Nicaragua,12.865416,-85.207229,4/29/20,7
,Niger,17.607789,8.081666,4/29/20,435
,Nigeria,9.082,8.6753,4/29/20,307
,North Macedonia,41.6086,21.7453,4/29/20,627
,Norway,60.472,8.4689,4/29/20,32
,Oman,21.512583,55.92325500000001,4/29/20,364
,Pakistan,30.3753,69.3451,4/29/20,4315
,Panama,8.538,-80.7821,4/29/20,527
,Papua New Guinea,-6.314993,143.95555,4/29/20,0
,Paraguay,-23.4425,-58.4438,4/29/20,102
,Peru,-9.19,-75.0152,4/29/20,10037
,Philippines,12.879721,121.774017,4/29/20,1023
,Poland,51.9194,19.1451,4/29/20,3025
,Portugal,39.3999,-8.2245,4/29/20,1470
,Qatar,25.3548,51.1839,4/29/20,1243
,Romania,45.9432,24.9668,4/29/20,3569
,Russia,61.52401,105.318756,4/29/20,10286
,Rwanda,-1.9403,29.8739,4/29/20,98
,Saint Kitts and Nevis,17.357822,-62.782998,4/29/20,4
,Saint Lucia,13.9094,-60.9789,4/29/20,15
,Saint Vincent and the Grenadines,12.9843,-61.2872,4/29/20,8
,San Marino,43.9424,12.4578,4/29/20,69
,Sao Tome and Principe,0.1864,6.6131,4/29/20,4
,Saudi Arabia,23.885942,45.079162,4/29/20,2953
,Senegal,14.4974,-14.4524,4/29/20,315
,Serbia,44.0165,21.0059,4/29/20,1292
,Seychelles,-4.6796,55.492,4/29/20,6
,Sierra Leone,8.460555000000001,-11.779889,4/29/20,12
,Singapore,1.2833,103.8333,4/29/20,1188
,Slovakia,48.669,19.699,4/29/20,484
,Slovenia,46.1512,14.9955,4/29/20,230
,Solomon Islands,-9.6457,160.1562,4/29/20,0
,Somalia,5.152149,46.199616,4/29/20,20
,South Africa,-30.5595,22.9375,4/29/20,2073
,South Sudan,6.877000000000002,31.307,4/29/20,0
,Spain,40.463667,-3.74922,4/29/20,108947
,Sri Lanka,7.873054,80.77179699999998,4/29/20,136
,Sudan,12.8628,30.2176,4/29/20,32
,Suriname,3.9193,-56.0278,4/29/20,8
,Sweden,60.128161,18.643501,4/29/20,0
,Switzerland,46.8182,8.2275,4/29/20,22600
,Syria,34.8021,38.9968,4/29/20,21
,Taiwan*,23.7,121.0,4/29/20,311
,Tajikistan,38.861,71.2761,4/29/20,0
,Tanzania,-6.369028,34.888822,4/29/20,167
,Thailand,15.870032,100.992541,4/29/20,2665
,Timor-Leste,-8.8742,125.7275,4/29/20,6
,Togo,8.6195,0.8248,4/29/20,64
,Trinidad and Tobago,10.6918,-61.2225,4/29/20,71
,Tunisia,33.886917,9.537499,4/29/20,294
,Turkey,38.9637,35.2433,4/29/20,44040
,US,40.0,-100.0,4/29/20,120720
,Uganda,1.373333,32.290275,4/29/20,52
,Ukraine,48.3794,31.1656,4/29/20,1103
,United Arab Emirates,23.424076,53.847818,4/29/20,2329
Anguilla,United Kingdom,18.2206,-63.0686,4/29/20,3
Bermuda,United Kingdom,32.3078,-64.7505,4/29/20,48
British Virgin Islands,United Kingdom,18.4207,-64.64,4/29/20,3
Cayman Islands,United Kingdom,19.3133,-81.2546,4/29/20,10
Channel Islands,United Kingdom,49.3723,-2.3644,4/29/20,386
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/29/20,11
Gibraltar,United Kingdom,36.1408,-5.3536,4/29/20,131
Isle of Man,United Kingdom,54.2361,-4.5481,4/29/20,258
Montserrat,United Kingdom,16.742498,-62.187366,4/29/20,2
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,4/29/20,5
,United Kingdom,55.3781,-3.4360000000000004,4/29/20,0
,Uruguay,-32.5228,-55.7658,4/29/20,412
,Uzbekistan,41.377491,64.585262,4/29/20,1096
,Venezuela,6.4238,-66.5897,4/29/20,142
,Vietnam,14.058324,108.277199,4/29/20,222
,West Bank and Gaza,31.9522,35.2332,4/29/20,71
,Western Sahara,24.2155,-12.8858,4/29/20,5
,Yemen,15.552727,48.516388,4/29/20,1
,Zambia,-13.133897,27.849332,4/29/20,54
,Zimbabwe,-19.015438,29.154857,4/29/20,5
,Afghanistan,33.93911,67.709953,4/30/20,260
,Albania,41.1533,20.1683,4/30/20,470
,Algeria,28.0339,1.6596,4/30/20,1779
,Andorra,42.5063,1.5218,4/30/20,468
,Angola,-11.2027,17.8739,4/30/20,7
,Antigua and Barbuda,17.0608,-61.7964,4/30/20,11
,Argentina,-38.4161,-63.6167,4/30/20,1256
,Armenia,40.0691,45.0382,4/30/20,929
Australian Capital Territory,Australia,-35.4735,149.0124,4/30/20,103
New South Wales,Australia,-33.8688,151.2093,4/30/20,2293
Northern Territory,Australia,-12.4634,130.8456,4/30/20,25
Queensland,Australia,-27.4698,153.0251,4/30/20,948
South Australia,Australia,-34.9285,138.6007,4/30/20,420
Tasmania,Australia,-42.8821,147.3272,4/30/20,153
Victoria,Australia,-37.8136,144.9631,4/30/20,1293
Western Australia,Australia,-31.9505,115.8605,4/30/20,507
,Austria,47.5162,14.5501,4/30/20,12907
,Azerbaijan,40.1431,47.5769,4/30/20,1325
,Bahamas,25.025885,-78.035889,4/30/20,25
,Bahrain,26.0275,50.55,4/30/20,1500
,Bangladesh,23.685,90.3563,4/30/20,160
,Barbados,13.1939,-59.5432,4/30/20,39
,Belarus,53.7098,27.9534,4/30/20,2386
,Belgium,50.8333,4.469936,4/30/20,11576
,Belize,17.1899,-88.4976,4/30/20,9
,Benin,9.3077,2.3158,4/30/20,33
,Bhutan,27.5142,90.4336,4/30/20,5
,Bolivia,-16.2902,-63.5887,4/30/20,132
,Bosnia and Herzegovina,43.9159,17.6791,4/30/20,727
,Botswana,-22.3285,24.6849,4/30/20,5
,Brazil,-14.235,-51.9253,4/30/20,35935
,Brunei,4.5353,114.7277,4/30/20,124
,Bulgaria,42.7339,25.4858,4/30/20,266
,Burkina Faso,12.2383,-1.5616,4/30/20,506
,Burma,21.9162,95.956,4/30/20,27
,Burundi,-3.3731,29.9189,4/30/20,4
,Cabo Verde,16.5388,-23.0418,4/30/20,4
,Cambodia,11.55,104.9167,4/30/20,119
,Cameroon,3.848,11.5021,4/30/20,934
,Canada,56.1304,-106.3468,4/30/20,21424
,Central African Republic,6.6111,20.9394,4/30/20,10
,Chad,15.4542,18.7322,4/30/20,33
,Chile,-35.6751,-71.543,4/30/20,8580
Anhui,China,31.8257,117.2264,4/30/20,985
Beijing,China,40.1824,116.4142,4/30/20,547
Chongqing,China,30.0572,107.874,4/30/20,573
Fujian,China,26.0789,117.9874,4/30/20,353
Gansu,China,35.7518,104.2861,4/30/20,137
Guangdong,China,23.3417,113.4244,4/30/20,1565
Guangxi,China,23.8298,108.7881,4/30/20,252
Guizhou,China,26.8154,106.8748,4/30/20,145
Hainan,China,19.1959,109.7453,4/30/20,162
Hebei,China,37.8957,114.9042,4/30/20,318
Heilongjiang,China,47.862,127.7615,4/30/20,587
Henan,China,33.882,113.614,4/30/20,1254
Hong Kong,China,22.3,114.2,4/30/20,846
Hubei,China,30.9756,112.2707,4/30/20,63616
Hunan,China,27.6104,111.7088,4/30/20,1015
Inner Mongolia,China,44.0935,113.9448,4/30/20,152
Jiangsu,China,32.9711,119.455,4/30/20,650
Jiangxi,China,27.614,115.7221,4/30/20,936
Jilin,China,43.6661,126.1923,4/30/20,101
Liaoning,China,41.2956,122.6085,4/30/20,143
Macau,China,22.1667,113.55,4/30/20,35
Ningxia,China,37.2692,106.1655,4/30/20,75
Qinghai,China,35.7452,95.9956,4/30/20,18
Shaanxi,China,35.1917,108.8701,4/30/20,254
Shandong,China,36.3427,118.1498,4/30/20,772
Shanghai,China,31.202,121.4491,4/30/20,599
Shanxi,China,37.5777,112.2922,4/30/20,172
Sichuan,China,30.6171,102.7103,4/30/20,558
Tianjin,China,39.3054,117.323,4/30/20,184
Tibet,China,31.6927,88.0924,4/30/20,1
Xinjiang,China,41.1129,85.2401,4/30/20,73
Yunnan,China,24.974,101.487,4/30/20,181
Zhejiang,China,29.1832,120.0934,4/30/20,1264
,Colombia,4.5709,-74.2973,4/30/20,1439
,Comoros,-11.6455,43.3333,4/30/20,0
,Congo (Brazzaville),-0.228,15.8277,4/30/20,19
,Congo (Kinshasa),-4.0383,21.7587,4/30/20,73
,Costa Rica,9.7489,-83.7534,4/30/20,338
,Cote d'Ivoire,7.54,-5.5471,4/30/20,574
,Croatia,45.1,15.2,4/30/20,1348
,Cuba,21.521757,-77.78116700000002,4/30/20,681
,Cyprus,35.1264,33.4299,4/30/20,296
,Czechia,49.8175,15.473,4/30/20,3314
Faroe Islands,Denmark,61.8926,-6.9118,4/30/20,184
Greenland,Denmark,71.7069,-42.6043,4/30/20,11
,Denmark,56.2639,9.5018,4/30/20,6546
,Diamond Princess,0.0,0.0,4/30/20,645
,Djibouti,11.8251,42.5903,4/30/20,642
,Dominica,15.415,-61.371,4/30/20,13
,Dominican Republic,18.7357,-70.1627,4/30/20,1301
,Ecuador,-1.8312,-78.1834,4/30/20,1558
,Egypt,26.820553000000004,30.802498,4/30/20,1381
,El Salvador,13.7942,-88.8965,4/30/20,119
,Equatorial Guinea,1.6508,10.2679,4/30/20,9
,Eritrea,15.1794,39.7823,4/30/20,26
,Estonia,58.5953,25.0136,4/30/20,249
,Eswatini,-26.5225,31.4659,4/30/20,12
,Ethiopia,9.145,40.4897,4/30/20,59
,Fiji,-17.7134,178.065,4/30/20,12
,Finland,61.92411,25.748151,4/30/20,3000
French Guiana,France,3.9339,-53.1258,4/30/20,94
French Polynesia,France,-17.6797,149.4068,4/30/20,50
Guadeloupe,France,16.265,-61.551,4/30/20,95
Martinique,France,14.6415,-61.0242,4/30/20,83
Mayotte,France,-12.8275,45.166244,4/30/20,235
New Caledonia,France,-20.904305,165.618042,4/30/20,17
Reunion,France,-21.1151,55.5364,4/30/20,300
Saint Barthelemy,France,17.9,-62.8333,4/30/20,6
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/30/20,0
St Martin,France,18.0708,-63.0501,4/30/20,24
,France,46.2276,2.2137,4/30/20,48572
,Gabon,-0.8037,11.6094,4/30/20,67
,Gambia,13.4432,-15.3101,4/30/20,8
,Georgia,42.3154,43.3569,4/30/20,184
,Germany,51.165691,10.451526,4/30/20,123500
,Ghana,7.9465,-1.0232,4/30/20,212
,Greece,39.0742,21.8243,4/30/20,1374
,Grenada,12.1165,-61.679,4/30/20,13
,Guatemala,15.7835,-90.2308,4/30/20,66
,Guinea,9.9456,-9.6966,4/30/20,329
,Guinea-Bissau,11.8037,-15.1804,4/30/20,19
,Guyana,4.860416000000002,-58.93018000000001,4/30/20,22
,Haiti,18.9712,-72.2852,4/30/20,8
,Holy See,41.9029,12.4534,4/30/20,2
,Honduras,15.2,-86.2419,4/30/20,79
,Hungary,47.1625,19.5033,4/30/20,581
,Iceland,64.9631,-19.0208,4/30/20,1670
,India,20.593684,78.96288,4/30/20,9068
,Indonesia,-0.7893,113.9213,4/30/20,1522
,Iran,32.427908,53.68804599999999,4/30/20,75103
,Iraq,33.223191,43.679291,4/30/20,1375
,Ireland,53.1424,-7.6921,4/30/20,13386
,Israel,31.046051,34.851612,4/30/20,8561
,Italy,41.87194,12.56738,4/30/20,75945
,Jamaica,18.1096,-77.2975,4/30/20,29
,Japan,36.204824,138.252924,4/30/20,2460
,Jordan,31.24,36.51,4/30/20,362
,Kazakhstan,48.0196,66.9237,4/30/20,866
,Kenya,-0.0236,37.9062,4/30/20,144
,"Korea, South",35.90775700000001,127.766922,4/30/20,9072
,Kosovo,42.602636,20.902977,4/30/20,249
,Kuwait,29.31166,47.481766,4/30/20,1539
,Kyrgyzstan,41.20438,74.766098,4/30/20,462
,Laos,19.85627,102.495496,4/30/20,8
,Latvia,56.8796,24.6032,4/30/20,348
,Lebanon,33.8547,35.8623,4/30/20,150
,Lesotho,-29.61,28.2336,4/30/20,0
,Liberia,6.4280550000000005,-9.429499,4/30/20,45
,Libya,26.3351,17.228331,4/30/20,18
,Liechtenstein,47.14,9.55,4/30/20,80
,Lithuania,55.1694,23.8813,4/30/20,589
,Luxembourg,49.8153,6.1296,4/30/20,3213
,MS Zaandam,0.0,0.0,4/30/20,0
,Madagascar,-18.766947,46.869107,4/30/20,92
,Malawi,-13.2543,34.3015,4/30/20,7
,Malaysia,4.210483999999999,101.975766,4/30/20,4171
,Maldives,3.2028,73.2207,4/30/20,17
,Mali,17.570692,-3.996166000000001,4/30/20,135
,Malta,35.9375,14.3754,4/30/20,351
,Mauritania,21.0079,-10.9408,4/30/20,6
,Mauritius,-20.348404,57.552152,4/30/20,310
,Mexico,23.6345,-102.5528,4/30/20,11423
,Moldova,47.4116,28.3699,4/30/20,1182
,Monaco,43.7333,7.4167,4/30/20,64
,Mongolia,46.8625,103.8467,4/30/20,10
,Montenegro,42.708678000000006,19.37439,4/30/20,214
,Morocco,31.7917,-7.0926,4/30/20,984
,Mozambique,-18.6657,35.5296,4/30/20,12
,Namibia,-22.9576,18.4904,4/30/20,8
,Nepal,28.1667,84.25,4/30/20,16
Aruba,Netherlands,12.5211,-69.9683,4/30/20,79
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,4/30/20,0
Curacao,Netherlands,12.1696,-68.99,4/30/20,13
Sint Maarten,Netherlands,18.0425,-63.0548,4/30/20,33
,Netherlands,52.1326,5.2913,4/30/20,0
,New Zealand,-40.9006,174.886,4/30/20,1252
,Nicaragua,12.865416,-85.207229,4/30/20,7
,Niger,17.607789,8.081666,4/30/20,452
,Nigeria,9.082,8.6753,4/30/20,319
,North Macedonia,41.6086,21.7453,4/30/20,738
,Norway,60.472,8.4689,4/30/20,32
,Oman,21.512583,55.92325500000001,4/30/20,495
,Pakistan,30.3753,69.3451,4/30/20,4715
,Panama,8.538,-80.7821,4/30/20,576
,Papua New Guinea,-6.314993,143.95555,4/30/20,0
,Paraguay,-23.4425,-58.4438,4/30/20,113
,Peru,-9.19,-75.0152,4/30/20,10405
,Philippines,12.879721,121.774017,4/30/20,1043
,Poland,51.9194,19.1451,4/30/20,3236
,Portugal,39.3999,-8.2245,4/30/20,1519
,Qatar,25.3548,51.1839,4/30/20,1372
,Romania,45.9432,24.9668,4/30/20,4017
,Russia,61.52401,105.318756,4/30/20,11619
,Rwanda,-1.9403,29.8739,4/30/20,104
,Saint Kitts and Nevis,17.357822,-62.782998,4/30/20,6
,Saint Lucia,13.9094,-60.9789,4/30/20,15
,Saint Vincent and the Grenadines,12.9843,-61.2872,4/30/20,8
,San Marino,43.9424,12.4578,4/30/20,78
,Sao Tome and Principe,0.1864,6.6131,4/30/20,4
,Saudi Arabia,23.885942,45.079162,4/30/20,3163
,Senegal,14.4974,-14.4524,4/30/20,334
,Serbia,44.0165,21.0059,4/30/20,1343
,Seychelles,-4.6796,55.492,4/30/20,6
,Sierra Leone,8.460555000000001,-11.779889,4/30/20,21
,Singapore,1.2833,103.8333,4/30/20,1244
,Slovakia,48.669,19.699,4/30/20,524
,Slovenia,46.1512,14.9955,4/30/20,233
,Solomon Islands,-9.6457,160.1562,4/30/20,0
,Somalia,5.152149,46.199616,4/30/20,31
,South Africa,-30.5595,22.9375,4/30/20,2073
,South Sudan,6.877000000000002,31.307,4/30/20,0
,Spain,40.463667,-3.74922,4/30/20,112050
,Sri Lanka,7.873054,80.77179699999998,4/30/20,154
,Sudan,12.8628,30.2176,4/30/20,39
,Suriname,3.9193,-56.0278,4/30/20,8
,Sweden,60.128161,18.643501,4/30/20,0
,Switzerland,46.8182,8.2275,4/30/20,23400
,Syria,34.8021,38.9968,4/30/20,21
,Taiwan*,23.7,121.0,4/30/20,322
,Tajikistan,38.861,71.2761,4/30/20,0
,Tanzania,-6.369028,34.888822,4/30/20,167
,Thailand,15.870032,100.992541,4/30/20,2684
,Timor-Leste,-8.8742,125.7275,4/30/20,16
,Togo,8.6195,0.8248,4/30/20,65
,Trinidad and Tobago,10.6918,-61.2225,4/30/20,72
,Tunisia,33.886917,9.537499,4/30/20,305
,Turkey,38.9637,35.2433,4/30/20,48886
,US,40.0,-100.0,4/30/20,153947
,Uganda,1.373333,32.290275,4/30/20,52
,Ukraine,48.3794,31.1656,4/30/20,1238
,United Arab Emirates,23.424076,53.847818,4/30/20,2429
Anguilla,United Kingdom,18.2206,-63.0686,4/30/20,3
Bermuda,United Kingdom,32.3078,-64.7505,4/30/20,48
British Virgin Islands,United Kingdom,18.4207,-64.64,4/30/20,3
Cayman Islands,United Kingdom,19.3133,-81.2546,4/30/20,10
Channel Islands,United Kingdom,49.3723,-2.3644,4/30/20,386
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/30/20,11
Gibraltar,United Kingdom,36.1408,-5.3536,4/30/20,131
Isle of Man,United Kingdom,54.2361,-4.5481,4/30/20,260
Montserrat,United Kingdom,16.742498,-62.187366,4/30/20,2
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,4/30/20,5
,United Kingdom,55.3781,-3.4360000000000004,4/30/20,0
,Uruguay,-32.5228,-55.7658,4/30/20,417
,Uzbekistan,41.377491,64.585262,4/30/20,1133
,Venezuela,6.4238,-66.5897,4/30/20,142
,Vietnam,14.058324,108.277199,4/30/20,219
,West Bank and Gaza,31.9522,35.2332,4/30/20,76
,Western Sahara,24.2155,-12.8858,4/30/20,5
,Yemen,15.552727,48.516388,4/30/20,1
,Zambia,-13.133897,27.849332,4/30/20,55
,Zimbabwe,-19.015438,29.154857,4/30/20,5
,Afghanistan,33.93911,67.709953,5/1/20,310
,Albania,41.1533,20.1683,5/1/20,488
,Algeria,28.0339,1.6596,5/1/20,1821
,Andorra,42.5063,1.5218,5/1/20,468
,Angola,-11.2027,17.8739,5/1/20,11
,Antigua and Barbuda,17.0608,-61.7964,5/1/20,15
,Argentina,-38.4161,-63.6167,5/1/20,1292
,Armenia,40.0691,45.0382,5/1/20,977
Australian Capital Territory,Australia,-35.4735,149.0124,5/1/20,103
New South Wales,Australia,-33.8688,151.2093,5/1/20,2293
Northern Territory,Australia,-12.4634,130.8456,5/1/20,24
Queensland,Australia,-27.4698,153.0251,5/1/20,965
South Australia,Australia,-34.9285,138.6007,5/1/20,422
Tasmania,Australia,-42.8821,147.3272,5/1/20,157
Victoria,Australia,-37.8136,144.9631,5/1/20,1300
Western Australia,Australia,-31.9505,115.8605,5/1/20,511
,Austria,47.5162,14.5501,5/1/20,13110
,Azerbaijan,40.1431,47.5769,5/1/20,1365
,Bahamas,25.025885,-78.035889,5/1/20,24
,Bahrain,26.0275,50.55,5/1/20,1555
,Bangladesh,23.685,90.3563,5/1/20,174
,Barbados,13.1939,-59.5432,5/1/20,39
,Belarus,53.7098,27.9534,5/1/20,2918
,Belgium,50.8333,4.469936,5/1/20,11892
,Belize,17.1899,-88.4976,5/1/20,13
,Benin,9.3077,2.3158,5/1/20,42
,Bhutan,27.5142,90.4336,5/1/20,5
,Bolivia,-16.2902,-63.5887,5/1/20,134
,Bosnia and Herzegovina,43.9159,17.6791,5/1/20,755
,Botswana,-22.3285,24.6849,5/1/20,8
,Brazil,-14.235,-51.9253,5/1/20,38039
,Brunei,4.5353,114.7277,5/1/20,124
,Bulgaria,42.7339,25.4858,5/1/20,276
,Burkina Faso,12.2383,-1.5616,5/1/20,517
,Burma,21.9162,95.956,5/1/20,31
,Burundi,-3.3731,29.9189,5/1/20,4
,Cabo Verde,16.5388,-23.0418,5/1/20,18
,Cambodia,11.55,104.9167,5/1/20,120
,Cameroon,3.848,11.5021,5/1/20,934
,Canada,56.1304,-106.3468,5/1/20,22764
,Central African Republic,6.6111,20.9394,5/1/20,10
,Chad,15.4542,18.7322,5/1/20,33
,Chile,-35.6751,-71.543,5/1/20,9018
Anhui,China,31.8257,117.2264,5/1/20,985
Beijing,China,40.1824,116.4142,5/1/20,547
Chongqing,China,30.0572,107.874,5/1/20,573
Fujian,China,26.0789,117.9874,5/1/20,353
Gansu,China,35.7518,104.2861,5/1/20,137
Guangdong,China,23.3417,113.4244,5/1/20,1565
Guangxi,China,23.8298,108.7881,5/1/20,252
Guizhou,China,26.8154,106.8748,5/1/20,145
Hainan,China,19.1959,109.7453,5/1/20,162
Hebei,China,37.8957,114.9042,5/1/20,318
Heilongjiang,China,47.862,127.7615,5/1/20,605
Henan,China,33.882,113.614,5/1/20,1254
Hong Kong,China,22.3,114.2,5/1/20,859
Hubei,China,30.9756,112.2707,5/1/20,63616
Hunan,China,27.6104,111.7088,5/1/20,1015
Inner Mongolia,China,44.0935,113.9448,5/1/20,154
Jiangsu,China,32.9711,119.455,5/1/20,650
Jiangxi,China,27.614,115.7221,5/1/20,936
Jilin,China,43.6661,126.1923,5/1/20,102
Liaoning,China,41.2956,122.6085,5/1/20,144
Macau,China,22.1667,113.55,5/1/20,35
Ningxia,China,37.2692,106.1655,5/1/20,75
Qinghai,China,35.7452,95.9956,5/1/20,18
Shaanxi,China,35.1917,108.8701,5/1/20,254
Shandong,China,36.3427,118.1498,5/1/20,772
Shanghai,China,31.202,121.4491,5/1/20,612
Shanxi,China,37.5777,112.2922,5/1/20,172
Sichuan,China,30.6171,102.7103,5/1/20,558
Tianjin,China,39.3054,117.323,5/1/20,185
Tibet,China,31.6927,88.0924,5/1/20,1
Xinjiang,China,41.1129,85.2401,5/1/20,73
Yunnan,China,24.974,101.487,5/1/20,181
Zhejiang,China,29.1832,120.0934,5/1/20,1265
,Colombia,4.5709,-74.2973,5/1/20,1551
,Comoros,-11.6455,43.3333,5/1/20,0
,Congo (Brazzaville),-0.228,15.8277,5/1/20,25
,Congo (Kinshasa),-4.0383,21.7587,5/1/20,75
,Costa Rica,9.7489,-83.7534,5/1/20,355
,Cote d'Ivoire,7.54,-5.5471,5/1/20,597
,Croatia,45.1,15.2,5/1/20,1421
,Cuba,21.521757,-77.78116700000002,5/1/20,714
,Cyprus,35.1264,33.4299,5/1/20,296
,Czechia,49.8175,15.473,5/1/20,3372
Faroe Islands,Denmark,61.8926,-6.9118,5/1/20,184
Greenland,Denmark,71.7069,-42.6043,5/1/20,11
,Denmark,56.2639,9.5018,5/1/20,6729
,Diamond Princess,0.0,0.0,5/1/20,645
,Djibouti,11.8251,42.5903,5/1/20,672
,Dominica,15.415,-61.371,5/1/20,13
,Dominican Republic,18.7357,-70.1627,5/1/20,1387
,Ecuador,-1.8312,-78.1834,5/1/20,1913
,Egypt,26.820553000000004,30.802498,5/1/20,1460
,El Salvador,13.7942,-88.8965,5/1/20,124
,Equatorial Guinea,1.6508,10.2679,5/1/20,9
,Eritrea,15.1794,39.7823,5/1/20,26
,Estonia,58.5953,25.0136,5/1/20,253
,Eswatini,-26.5225,31.4659,5/1/20,12
,Ethiopia,9.145,40.4897,5/1/20,66
,Fiji,-17.7134,178.065,5/1/20,12
,Finland,61.92411,25.748151,5/1/20,3000
French Guiana,France,3.9339,-53.1258,5/1/20,98
French Polynesia,France,-17.6797,149.4068,5/1/20,51
Guadeloupe,France,16.265,-61.551,5/1/20,95
